Name;Descrição;Função;Dificuldade;Skills;Skins;Link
Xerath;Xerath é um mago Ascendente da antiga Shurima, um ser de energia arcana que existe em meio a estilhaços de um sarcófago mágico. Por milênios, ele ficou enclausurado debaixo das areias do deserto, mas o ressurgimento de Shurima o libertou de sua antiga...;Mago / Suporte;Alta;['Oscilação de Mana', 'Pulso Arcano', 'Olho da Destruição', 'Orbe Eletrizante', 'Ritual Arcano'];['Xerath Rúnico', 'Xerath Máquina de Combate', 'Xerath Terra Abrasada', 'Xerath Guardião das Areias', 'Xerath Estrela Negra', 'Xerath Arcana', 'Xerath Astronauta', 'Xerath Crystalis Indomitus'];https://www.leagueoflegends.com//pt-br/champions/xerath/
Xin Zhao;Xin Zhao é um guerreiro determinado, leal à dinastia Lumescudo. No passado, ele foi condenado a lutar como gladiador em Noxus, e sobreviveu à incontáveis lutas, mas depois de ser libertado por forças demacianas, ele prometeu sua vida e lealdade aos seus...;Lutador / Tanque;Baixa;['Determinação', 'Golpe de Três Garras', 'Vento Vira Relâmpago', 'Investida Audaciosa', 'Guarda Crescente'];['Patrulheiro Xin Zhao', 'Xin Zhao Imperial', 'Xin Zhao Gladiador', 'Xin Zhao Hussardo Alado', 'Xin Zhao Reinos Combatentes', 'Xin Zhao Agente Secreto', 'Xin Zhao Caçador de Dragões', 'Xin Zhao Defensor Cósmico', 'Xin Zhao Saqueador', 'Xin Zhao Fogos de Artifício'];https://www.leagueoflegends.com//pt-br/champions/xin-zhao/
Yasuo;Yasuo, um ioniano extremamente determinado, é também um ágil espadachim que usa o próprio ar como arma para enfrentar seus inimigos. Quando jovem, ele teve seu orgulho ferido ao ser acusado injustamente do assassinato de seu mestre — sem conseguir...;Lutador / Assassino;Alta;['Estilo do Errante', 'Tempestade de Aço', 'Parede de Vento', 'Espada Ágil', 'Último Suspiro'];['Yasuo Velho Oeste', 'PROJETO: Yasuo', 'Yasuo Lua Sangrenta', 'Yasuo Emissário da Escuridão', 'Yasuo Odisseia', 'Yasuo Chefão', 'Yasuo True Damage', 'Yasuo True Damage de Prestígio', 'Yasuo Florescer Espiritual', 'Yasuo Lobo do Mar', 'Yasuo Dragão da Verdade', 'Yasuo Dragão dos Sonhos', 'Yasuo Tinta Sombria', 'Yasuo Tinta Sombria de Prestígio', 'Yasuo Profetizado'];https://www.leagueoflegends.com//pt-br/champions/yasuo/
Yone;"Em vida, ele foi Yone; meio-irmão de Yasuo e um respeitado aluno da escola de espadachins de seu vilarejo. Mas, ao morrer pelas mãos do irmão, ele se viu perseguido por uma entidade maligna do reino espiritual e foi forçado a exterminá-la com sua...";Lutador / Assassino;Alta;['Estilo do Caçador', 'Aço Mortal', 'Fenda Espiritual', 'Desatar da Alma', 'Destino Selado'];['Yone Florescer Espiritual', 'Yone Academia de Batalha', 'Yone Emissário da Luz', 'Yone Canção do Oceano', 'Yone Tinta Sombria', 'Yone HEARTSTEEL', 'Yone HEARTSTEEL de Prestígio', 'Yone Velho Oeste', 'Yone Velho Oeste Pacificador'];https://www.leagueoflegends.com//pt-br/champions/yone/
Yorick;Último sobrevivente de uma ordem religiosa há muito esquecida, Yorick é ao mesmo tempo abençoado e amaldiçoado pelo poder que exerce sobre os mortos. Preso nas Ilhas das Sombras, suas únicas companhias são os defuntos e espíritos atormentados que ele...;Lutador / Tanque;Média;['Pastor de Almas', 'Extrema-Unção', 'Procissão Sombria', 'Névoa dos Lamentos', 'Louvor das Ilhas'];['Yorick Necróforo', 'Yorick Pentakill', 'Yorick Arco Celeste', 'Miaurick', 'Yorick da Resistência', 'Yorick Pentakill III: Lost Chapter', 'Yorick Florescer Espiritual'];https://www.leagueoflegends.com//pt-br/champions/yorick/
Yuumi;Uma gata mágica de Bandópolis, Yuumi já foi a mascote de uma feiticeira yordle chamada Norra. Mas quando sua mestra desapareceu misteriosamente, Yuumi se tornou a Guardiã do Livro dos Portais de Norra, viajando à procura dela através dos portais nas...;Suporte / Mago;Baixa;['Amizade Felina', 'Projétil Errante', 'Você e Eu!', 'Frenética', 'Capítulo Final'];['Yuumi Diretora da Academia', 'Yuumi Cupido Mortal', 'Yuumel', 'Yuumi Feiticeira', 'Yuumi EDG', 'Yuumi Shiba', 'Yuumi Gata Cibernética', 'Yuumi Gata Cibernética de Prestígio'];https://www.leagueoflegends.com//pt-br/champions/yuumi/
Zac;Zac é produto de um derramamento tóxico que percorreu um tubo quimtec e se armazenou em uma caverna isolada no Sumidouro de Zaun. Apesar de suas origens humildes, Zac deixou de ser uma lama qualquer e se tornou um ser pensante que mora nos encanamentos...;Tanque / Lutador;Alta;['Divisão Celular', 'Esticada', 'Matéria Instável', 'Estilingue Elástico', 'Vamos pular!'];['Zac Arma Especial', 'Zac Curtindo o Verão', 'SKT T1 Zac', 'Zac Máquina de Combate', 'Zac Empíreo', 'Zac Molho Picante'];https://www.leagueoflegends.com//pt-br/champions/zac/
Zed;"Absolutamente impiedoso e implacável, Zed é o líder da Ordem das Sombras; uma organização criada com a intenção de militarizar as tradições marciais e mágicas de Ionia para expulsar os invasores noxianos. Durante a guerra, o desespero o levou a libertar...";Assassino;Média;['Desprezo pelos Fracos', 'Shuriken Laminado', 'Sombra Viva', 'Corte Sombrio', 'Marca Fatal'];['Zed Lâmina do Trovão', 'SKT T1 Zed', 'PROJETO: Zed', 'Zed Mundial 2016', 'Zed Jurado de Morte', 'Zed Dizimador de Galáxias', 'Zed PsyOps', 'PROJETO: Zed de Prestígio', 'Zed Galante', 'Zed Empíreo', 'Zed Jornada Imortal', 'Zed Lua Sangrenta'];https://www.leagueoflegends.com//pt-br/champions/zed/
Zeri;Uma jovem obstinada e vivaz da classe operária de Zaun, Zeri canaliza magia elétrica para carregar a si mesma e a uma arma personalizada. O poder volátil espelha o que ela sente, as centelhas refletindo o estilo de vida ultrarrápido dela. Profundamente...;Atirador;Média;['Bateria Viva', 'Rajada Reluzente', 'Laser de Ultrachoque', 'Faísca Acelerada', 'Impacto Eletrizante'];['Zeri Rosa Definhada', 'Zeri Canção do Oceano', 'Zeri Jornada Imortal'];https://www.leagueoflegends.com//pt-br/champions/zeri/
Ziggs;O yordle Ziggs, amante de grandes bombas e pavios curtos, é uma força explosiva da natureza. Já entediado com sua vida previsível como assistente de um inventor de Piltover, ele fez amizade com uma bombardeira louca de cabelo azul chamada Jinx. Depois...;Mago;Média;['Pavio Curto', 'Bomba Saltitante', 'Carga Concentrada', 'Campo Minado de Hexplosivos', 'Bomba Megainfernal'];['Ziggs Cientista Louco', 'Major Ziggs', 'Ziggs Curtindo o Verão', 'Ziggs Dia Nevado', 'Ziggs Mestre Arcanista', 'Ziggs Chefão', 'Ziggs Odisseia', 'Ziggs Frenesi Açucarado', 'Ziggs Hextec', 'BZZZiggs', 'Ziggs La Ilusión'];https://www.leagueoflegends.com//pt-br/champions/ziggs/
Zilean;Outrora um poderoso mago icathiano, Zilean se obcecou com a passagem do tempo depois de testemunhar a destruição de sua terra natal pelo Vazio. Sem conseguir gastar um minuto que fosse para lamentar a perda catastrófica, ele invocou uma antiga magia...;Suporte / Mago;Média;['Tempo Engarrafado', 'Bomba-relógio', 'Retroceder', 'Distorção no Tempo', 'Alteração Temporal'];['Zilean Velho Noel', 'Zilean Maluco Beleza', 'Zilean do Deserto Shurima', 'Zilean da Máquina do Tempo', 'Zilean Lua Sangrenta', 'Zilean Frenesi Açucarado', 'Zilean Bênção do Inverno'];https://www.leagueoflegends.com//pt-br/champions/zilean/
Zoe;Como a personificação da travessura, imaginação e mudança, Zoe atua como a mensageira cósmica de Targon, anunciando a chegada de grandes eventos que redefinem mundos. Sua mera presença altera a matemática arcana que governa as realidades, às vezes...;Mago;Média;['Brililim!', 'Estrela Desviada!', 'Roubo Arcano', 'Bolha do Soninho', 'Salto Dimensional'];['Zoe Ciberpop', 'Zoe Curtindo o Verão', 'Zoe Guardiã Estelar', 'Zoe Arcanista', 'Zoe Arcanista de Prestígio', 'Zoe EDG', 'Zoe Bênção do Inverno'];https://www.leagueoflegends.com//pt-br/champions/zoe/
Zyra;Nascida em uma antiga catástrofe mágica, Zyra é a fúria da natureza em forma física e uma sedutora criatura híbrida entre planta e humana, que faz surgir a vida a cada passo que dá. Ela vê os muitos mortais de Valoran como nada além de presas para suas...;Mago / Suporte;Média;['Jardim de Espinhos', 'Farpas Mortais', 'Crescimento Desenfreado', 'Pântano das Raízes', 'Espinhos Sufocantes'];['Zyra Fogo Silvestre', 'Zyra Assombrada', 'SKT T1 Zyra', 'Zyra Dracomante', 'Zyra Congregação das Bruxas', 'Zyra Congregação das Bruxas de Prestígio', 'Zyra Rosa de Cristal', 'Zyra Pesadelo na Cidade do Crime', 'Zyra Criadora Mítica', 'Zyra Demônios Urbanos', 'Zyra Lua Sangrenta'];https://www.leagueoflegends.com//pt-br/champions/zyra/
